"R0000100","R7006500","R7703700","R8496100","T0987800","T2210000","T3107800"
7517,2000,-2,-2,7000,-5,3600
7518,3669,5500,23400,0,0,8208
7519,-2,14000,16000,26000,-5,-5
7520,41108,-1,-5,-5,3240,23000
7521,64,66515,72500,75000,-2,76000
7522,11500,9024,-5,-5,7632,22136
7523,28000,-5,-5,-5,0,-2
7524,17288,5000,9564,16848,26284,28400
7525,50000,41500,24000,52000,57000,40000
7526,15000,-5,0,47000,45000,60000
7527,87200,103200,129000,154600,121310,130025
7528,-5,-5,-5,-5,-5,-5
7529,-5,-5,-5,-5,-5,-5
7530,-5,-5,-5,-5,-5,-5
7531,35900,40000,-5,-5,-5,-5
7532,-5,-5,-5,-5,-5,-5
7533,1025,-2,2642,-2,0,0
7534,48000,46840,36700,-5,61000,58500
7535,-2,121000,133000,168000,152000,142180
7536,-5,-5,-5,-5,-5,-5
7537,-5,-5,-5,-5,-5,-5
7538,-5,-5,-5,-5,-5,-5
7539,45500,48000,52000,64300,54000,53000
7540,38000,48040,36200,24000,-2,24200
7541,-5,-5,-5,-5,-5,-5
7542,126800,-5,-5,203500,100500,99000
7543,-5,-5,-5,-5,-5,-5
7544,332808,390662,-5,479983,454737,-5
7545,-2,-2,-2,82188,78000,78000
7546,-5,-5,-5,-5,-5,-5
7547,0,29700,42000,45000,-2,4600
7548,25000,37000,11000,15000,-2,20000
7549,-5,14300,41000,41600,19000,12900
7550,-2,8520,-5,22000,43800,37500
7551,14904,-2,39200,16536,-2,-2
7552,94200,91070,85050,94000,90400,103350
7553,-2,15320,21496,18000,29500,32500
7554,61000,68416,65700,69800,80000,-5
7555,332808,210000,150000,137000,162000,217000
7556,24525,25015,32506,31982,31500,32031
7557,-2,79000,69000,78000,-2,95000
7558,-5,-5,-5,-5,-5,-5
7559,-5,27250,-5,37000,60547,140000
7560,10000,22800,28000,20450,16000,41650
7561,-2,200000,-2,479983,454737,-2
7562,-5,-5,-5,-5,-5,-5
7563,162000,178000,190000,219500,255000,243000
7564,34000,56500,100000,180000,228000,260000
7565,13000,16000,18000,-5,-5,9000
7566,-2,17600,29000,10000,17900,18080
7567,40000,10000,15000,18700,0,0
7568,56000,64600,63000,39000,90000,100000
7569,25000,34000,32000,39000,-5,-2
7570,-5,-5,-5,-5,-5,-5
7571,139000,390662,182000,-5,116000,-5
7572,37000,-2,7764,-5,-1,-2
7573,-5,-5,-5,-5,-5,-5
7574,-1,0,-5,-1,-5,-5
7575,69000,77000,78000,84000,96000,110000
7576,72750,87000,93050,111070,118000,141000
7577,12000,17000,0,0,8328,11268
7578,-2,116,121000,141000,155000,-1
7579,-5,-5,-5,-5,-5,-5
7580,-1,-5,-5,-5,-1,-1
7581,-5,83000,87000,91000,114000,93000
7582,20000,500,22800,40000,45000,38000
7583,6000,-2,-1,-2,-2,-2
7584,-2,10200,0,0,11210,-2
7585,12860,13680,18132,0,8928,-2
7586,80150,100,77000,81000,100000,-5
7587,85006,97552,113000,109000,-2,191800
7588,-5,-2,-1,15628,19000,4000
7589,5300,-2,-5,30000,-2,5000
7590,-5,10000,26000,60000,15000,0
7591,-5,-5,-5,-5,-5,-5
7592,72200,-2,97200,110500,3000,1400
7593,-1,4848,-2,16800,18132,9600
7594,32000,41000,46000,48000,58000,49000
7595,16200,3600,14200,31800,48200,52500
7596,-5,-5,-5,-5,-5,-1
7597,-5,-5,-5,-5,-5,-5
7598,80503,85484,101500,119000,131251,137410
7599,49000,55000,58000,58000,52000,-2
7600,125000,142400,151800,234400,219624,440692
7601,164400,205300,206454,228495,269360,-2
7602,78000,81361,113000,122850,138000,153000
7603,332808,175000,165200,241290,128935,107135
7604,-5,-5,-5,-5,-5,-5
7605,-5,-5,-5,-5,-5,-5
7606,82000,94850,128000,63000,80187,19019
7607,-5,-5,-5,-5,-5,-5
7608,-5,-5,-5,-5,-5,-5
7609,-5,-5,-5,-5,-5,-5
7610,-5,-5,-5,-5,-5,-5
7611,-2,-2,23400,23000,21000,24000
7612,-2,87272,-2,6000,19200,20400
7613,0,-2,8800,-5,-5,-5
7614,-5,-5,-5,-5,-5,-5
7615,14000,-2,15184,42000,-2,18012
7616,-2,8940,56648,55200,60500,75000
7617,-2,-1,-2,-2,-1,-5
7618,-1,19000,15000,-1,-2,-1
7619,-2,0,400,27500,-2,0
7620,45000,46200,51200,91200,96320,124400
7621,47000,50678,44000,45554,-2,-2
7622,-2,-2,-1,79500,-2,-2
7623,6144,6324,-5,-5,-5,-5
7624,-5,-5,-5,-5,-5,-5
7625,16000,32500,34000,-2,73000,45740
7626,8000,-2,25714,37000,19256,20428
7627,-2,-2,-5,0,-2,0
7628,32000,40600,16637,4000,486,16020
7629,87200,90000,65000,55000,55000,94484
7630,332808,-2,29928,13524,31000,187200
7631,-5,-5,-5,-5,-5,-5
7632,-5,-5,-5,-5,-5,-5
7633,9000,73000,90000,10421,82000,-1
7634,0,-5,-5,0,-5,0
7635,38000,-5,-1,32500,42000,-5
7636,14500,8000,15000,-1,-1,-1
7637,-5,-5,-5,-5,78000,-5
7638,-5,88514,-5,-5,-5,-5
7639,13500,14000,16000,16000,18000,20000
7640,43000,55000,69000,-1,-5,-5
7641,12000,13000,7000,-5,-5,-5
7642,-2,102000,116000,124500,-5,31000
7643,-5,-2,0,2500,-5,-5
7644,32000,-5,-5,-5,-5,-5
7645,7280,10000,9048,14000,10378,23198
7646,-5,11544,10812,-5,10524,26028
7647,0,117000,117000,129500,147000,140000
7648,-5,-5,-5,-5,-5,-5
7649,42100,49000,52100,92000,103000,106000
7650,36000,88000,88000,90000,100000,103000
7651,-5,103000,126000,174000,120000,102448
7652,42000,43300,43500,50000,54000,59100
7653,-2,-2,46500,61423,81840,-2
7654,-2,-2,-2,74000,80000,-1
7655,-2,14745,32000,20400,-2,-1
7656,22000,127000,85000,95000,-1,115000
7657,46000,55000,35000,55780,210564,35880
7658,-5,-5,-5,-5,-5,-5
7659,-5,-5,-5,-5,-5,-5
7660,-5,-5,-5,-5,-5,-5
7661,34437,34226,23837,55700,78500,80600
7662,-2,-2,18200,0,1332,95000
7663,98000,78000,80000,70000,80000,105000
7664,59000,49850,53160,12945,43600,23500
7665,-5,-5,42000,33000,-2,196800
7666,20000,-5,-5,-5,-5,-5
7667,-2,-2,-5,52120,24522,16040
7668,67200,73000,81200,103000,89300,106000
7669,18000,58000,58000,49000,73000,76000
7670,15000,15000,16000,15000,33200,30800
7671,-5,-5,-5,-5,-5,-5
7672,-2,17000,22712,10500,18000,13276
7673,-2,-2,-5,0,0,1200
7674,-5,-5,-5,-5,-5,-5
7675,32000,49500,-2,28800,72000,36000
7676,74000,86500,-2,40000,49000,101100
7677,-5,8000,5000,57600,42050,58484
7678,-2,-2,-2,-5,-5,-5
7679,31000,81000,70580,48400,86500,-2
7680,14110,-2,-5,0,-5,-5
7681,-2,-2,-2,-5,-5,-5
7682,6500,0,0,-2,-2,-2
7683,-5,-5,-5,-5,-5,-5
7684,-2,47000,66550,117000,116000,64138
7685,10800,17000,18000,15600,33000,25000
7686,42000,50000,-5,-5,-5,-5
7687,119200,173200,191200,205200,454737,194000
7688,-2,34000,49476,65000,75000,75000
7689,95800,87000,97000,115000,25800,70000
7690,108000,130116,40000,55000,-2,142000
7691,46000,89030,105350,100000,115000,123000
7692,-2,-2,29500,32000,42000,48000
7693,-2,54000,4779,18258,-2,22239
7694,27780,-2,-5,-5,69624,-5
7695,19500,23700,37000,29600,36000,78500
7696,28500,49700,-2,44160,13200,13560
7697,57000,95000,-2,53000,94700,74000
7698,-2,-2,-2,-5,-5,-5
7699,19925,17000,26000,37000,33000,-2
7700,-5,60000,66000,100000,-1,-1
7701,21000,31008,-2,32000,34200,0
7702,-5,-5,-5,-5,-5,-5
7703,116000,0,165400,479983,217000,180000
7704,17340,16640,9428,8889,12456,14256
7705,-2,13500,14000,33000,-2,-2
7706,-5,95000,72575,48000,52500,75000
7707,-2,93000,59460,70000,76000,72870
7708,-2,98000,-2,95000,95000,-2
7709,9000,15356,9000,17516,3427,10056
7710,28100,54528,38804,53906,42000,17875
7711,62112,28000,0,73550,-1,-2
7712,5600,1500,17624,1800,4830,-2
7713,11420,-5,-5,-5,-5,-5
7714,-2,0,-5,0,-5,0
7715,-2,-5,-5,-5,-5,-5
7716,96000,145000,155000,170000,185000,213200
7717,45700,63800,26352,28800,146000,22900
7718,-5,0,-2,-5,-5,-5
7719,-2,132000,110000,214000,266000,-5
7720,133000,123000,143000,172600,191000,222500
7721,24100,-5,-5,-5,-5,-5
7722,-5,-5,-5,-5,-5,-5
7723,-1,-1,-1,-1,-5,-1
7724,-5,-5,-5,-5,-5,-5
7725,-5,-5,-5,-5,-5,-5
7726,-5,-5,-5,-5,-5,-5
7727,-5,-5,-5,-5,-5,-5
7728,-5,-5,-5,-5,-5,-5
7729,-5,-5,-5,-5,-5,-5
7730,-5,-5,-5,-5,-5,-5
7731,-5,-5,-5,-5,-5,-5
7732,-5,-5,-5,-5,-5,-5
7733,24000,50000,12359,30000,32870,22317
7734,-5,-5,-5,-5,-5,-5
7735,-5,-5,-5,-5,-5,-5
7736,-5,-5,-5,-5,-5,-5
7737,-5,-5,-5,-5,-5,-5
7738,-5,-5,-5,-5,-5,-5
7739,-5,-5,-5,-5,-5,-5
7740,-5,-5,-5,-5,-5,-5
7741,-5,-5,-5,-5,-5,-5
7742,-5,-5,-5,-5,-5,-5
7743,-5,-5,-5,-5,-5,-5
7744,-5,-5,-5,-5,-5,-5
7745,-5,-5,-5,-5,-5,-5
7746,-5,-5,-5,-5,-5,-5
7747,-5,-5,-5,-5,-5,-5
7748,65000,80000,90000,80000,190000,440692
7749,-2,-5,-5,-5,-5,-5
7750,332808,390662,243724,241012,454737,440692
7751,-5,-5,-5,-5,-5,-5
7752,-5,-5,-5,-5,-5,-5
7753,60300,140300,65000,50000,95600,62000
7754,48500,98500,-2,128000,83000,80000
7755,-5,-5,-5,-5,-5,-5
7756,-5,-5,-5,-5,-5,-5
7757,-5,-5,-5,-5,-5,-5
7758,-5,-5,-5,-5,-5,-5
7759,-5,-5,-5,-5,-5,-5
7760,59800,-5,-5,-5,72000,75600
7761,-5,-5,-5,-5,-5,-5
7762,-5,-5,-5,-5,-5,-5
7763,-5,-5,-5,-5,-5,-5
7764,-5,-5,-5,-5,-5,-5
7765,-5,-5,-5,-5,-5,-5
7766,-5,-5,-5,-5,-5,-5
7767,-5,-5,-5,-5,-5,-5
7768,-5,-5,-5,-5,-5,-5
7769,-5,-5,-5,-5,-5,-5
7770,-5,-5,-5,-5,-5,-5
7771,-5,-5,-5,-5,-5,-5
7772,-5,-5,-5,-5,-5,-5
7773,83400,84600,70150,42000,56680,-2
7774,-1,42400,-1,43250,54000,-2
7775,-5,-5,-5,-5,-5,-5
7776,-5,-5,-5,-5,-5,-5
7777,-5,-5,-5,-5,-5,-5
7778,-5,-5,-5,-5,-5,-5
7779,-5,-5,-5,-5,-5,-5
7780,-5,-5,-5,-5,-5,-5
7781,-5,-5,-5,-5,-5,-5
7782,-5,-5,-5,-5,-5,-5
7783,-5,-5,-5,-5,-5,-5
7784,-5,-5,-5,-5,-5,-5
7785,-5,-5,-5,-5,-5,-5
7786,-5,-5,-5,-5,-5,-5
7787,58000,32860,-5,-5,-5,-5
7788,-5,-5,-5,-2,-5,-1
7789,30800,25000,30400,0,35000,5000
7790,16000,-5,15000,28000,7000,0
7791,76000,78000,87000,91000,99200,110000
7792,44000,55400,50000,50000,53000,55700
7793,0,3000,39000,22800,0,16560
7794,14000,17500,17000,11531,0,0
7795,45000,63000,44000,40000,55000,52419
7796,-2,104000,111000,118000,145000,-2
7797,19000,25164,-5,-5,-5,-5
7798,-1,21982,21924,-5,-5,-5
7799,-2,-2,-1,0,-5,0
7800,85000,80000,-2,-5,-5,-5
7801,20000,10000,10000,0,925,17585
7802,-2,900,-2,39000,36000,32000
7803,0,0,-5,0,108,5388
7804,119200,104000,110000,133000,146000,-5
7805,-2,65000,20000,23000,32000,12915
7806,120000,174028,195000,128000,15000,85850
7807,-5,-5,-5,-5,-5,-5
7808,9218,165000,-5,54258,-2,-2
7809,36000,32000,43680,50000,-2,30000
7810,0,0,7416,11796,9036,-5
7811,-2,16000,32400,55600,63000,-2
7812,0,-5,-5,-5,-5,7200
7813,-5,-5,-5,-5,-5,-5
7814,32000,65000,44500,45500,50000,55000
7815,2000,17000,-2,14000,22800,26000
7816,-2,-2,-5,-5,-5,-5
7817,46000,6000,19476,39340,156000,11784
7818,-2,-5,65000,83500,74000,36120
7819,24000,27584,-5,28000,28000,32000
7820,28000,25000,23000,23400,26000,28000
7821,-5,-5,-5,-5,-5,-5
7822,30000,34000,34000,40000,52000,50000
7823,-2,-2,-1,17500,1800,0
7824,28000,-5,24000,-5,-5,-5
7825,70480,85007,28000,37000,35000,-5
7826,43100,40000,40000,-5,-5,0
7827,-5,-5,-5,-5,-5,-5
7828,13920,-2,15000,7500,22500,24280
7829,-2,35000,-2,38000,10000,0
7830,65000,76000,64900,56000,95400,99000
7831,35600,59000,72500,62000,87500,56000
7832,-5,-5,-5,-5,-5,-5
7833,98000,-2,221000,190000,212000,201000
7834,9000,-2,15000,33000,15000,-2
7835,8425,-2,19500,23000,2500,18600
7836,13440,-5,-5,-5,-5,-5
7837,24905,-2,25400,24068,-2,23220
7838,-1,40000,46000,46000,39000,70000
7839,-5,-5,-5,10000,1000,150
7840,-5,-5,-5,0,-5,-5
7841,-2,69000,75000,95000,72000,86000
7842,0,3600,27600,9468,-1,2
7843,-1,-2,35020,52000,95020,95000
7844,-2,-3,-5,-5,-5,-5
7845,50000,-2,12000,1000,157648,1800
7846,47250,53000,82000,71000,70000,75500
7847,-5,-5,-5,-5,-5,-5
7848,-5,-2,18000,30000,30000,-5
7849,-1,-2,-2,28873,5576,-2
7850,69000,75629,-2,82000,98000,122030
7851,32000,78400,19712,-5,-5,-5
7852,75000,102000,99500,104000,81000,-3
7853,-5,-5,-5,-5,-5,-5
7854,72000,79000,71000,94000,122000,-5
7855,-5,-1,-2,102920,0,18000
7856,12000,-1,19630,45000,24000,46912
7857,25000,-5,-1,-5,-5,-5
7858,25000,-2,0,350,4000,-2
7859,20000,-2,12000,43500,39000,22000
7860,25000,-2,20000,25000,-2,-2
7861,24000,33682,28000,12000,16000,28000
7862,-5,-5,-5,93305,-5,-5
7863,-5,-5,-5,-5,-5,-5
7864,-2,20000,37200,129200,19200,14400
7865,7280,5000,10360,2000,5000,32400
7866,10000,-2,-2,23000,-2,-5
7867,26223,54153,62293,79611,112134,121000
7868,15000,14000,37000,32500,84000,-2
7869,33560,48400,49000,61000,54000,40000
7870,-5,-5,-5,-5,-5,-5
7871,125000,127000,133000,128000,90000,154000
7872,39000,35000,-2,56000,103000,50000
7873,26000,-5,18000,19000,20280,100
7874,-5,-5,-5,-5,-5,-5
7875,-5,-5,-5,-5,-5,-5
7876,-5,-5,-5,-2,81000,87000
7877,-5,-5,-5,-5,-5,-5
7878,-5,-5,-5,-5,-5,-5
7879,-5,-5,-5,-5,-5,-5
7880,-5,-5,-5,-5,-5,-5
7881,-5,-5,-5,-5,-5,-5
7882,25000,85000,38500,38500,42000,22236
7883,62000,69000,75090,77863,82401,-2
7884,18000,-5,9375,14350,1422,4680
7885,-2,-5,-1,-1,-1,0
7886,0,-2,0,0,4260,-5
7887,-5,-5,-5,-5,-5,-5
7888,-5,-5,-5,-5,-5,-5
7889,-5,-5,-5,-5,-5,-5
7890,-5,-5,-5,-5,-5,-5
7891,23000,38148,62398,76748,87388,87900
7892,-5,-5,-5,-5,-5,-5
7893,-5,-5,-5,-5,-5,-5
7894,-5,-5,-5,-5,-5,-5
7895,-5,-5,-5,-5,-5,-5
7896,-5,-5,-5,-5,-5,-5
7897,-5,-5,-5,-5,-5,-5
7898,-5,-5,-5,-5,-5,-5
7899,37825,61000,28500,33000,28715,17420
7900,332808,216000,181271,60600,87000,95000
7901,-5,-5,-5,-5,-5,-5
7902,-2,-5,-5,-5,-5,-5
7903,58050,86360,67000,85040,61240,57400
7904,-5,-5,-5,-5,-5,-5
7905,-5,-5,-5,-5,-5,-5
7906,-5,-5,-5,-5,-5,-5
7907,30000,9600,9600,10900,16800,31600
7908,48775,56264,80000,102000,72177,50000
7909,84000,114150,128150,148500,141530,118900
7910,18000,13500,25000,26400,29225,27084
7911,-5,-5,-5,-5,-5,-5
7912,-5,-5,-5,-5,-5,-5
7913,8000,-5,20860,9000,0,-2
7914,-5,-5,-5,-5,-5,-5
7915,-5,-5,-5,-5,-5,-5
7916,-5,-5,-5,-5,-5,-5
7917,-5,-5,-5,-5,-5,-5
7918,-5,-5,-5,-5,-5,-5
7919,-5,-5,-5,-5,-5,-5
7920,-5,-5,-5,-5,-5,-5
7921,-5,-5,-5,-5,-5,-5
7922,-5,-5,-5,-5,-5,-5
7923,120840,72000,77000,87000,108400,111000
7924,-5,-5,-5,-5,-5,-5
7925,125500,94945,128000,131000,151000,113634
7926,16320,-5,70000,4000,0,-2
7927,-5,-5,-5,-5,-5,-5
7928,-5,-5,-1,-5,-5,-5
7929,18000,-5,20000,-5,-5,-5
7930,37000,90000,104800,101000,110000,109300
7931,32000,43000,12000,70000,-5,-5
7932,-2,78000,-5,84000,-5,100000
7933,46200,65100,71500,-5,-2,90000
7934,63000,48000,56000,40000,67266,73360
7935,-5,-5,-5,-5,-5,-5
7936,23025,23999,29000,34000,36700,33900
7937,3000,540,0,9600,208,15000
7938,11960,12000,19240,7000,-2,16162
7939,-5,-5,-5,-5,-5,-5
7940,70748,72000,68000,92500,131000,121999
7941,-5,-5,-5,-5,-5,-5
7942,-5,-5,-5,-5,-5,-5
7943,38820,40000,42000,55000,87480,-2
7944,-2,32000,31000,30000,40000,-2
7945,-2,17764,9600,9192,3144,14856
7946,30000,23000,88000,50000,64095,77871
7947,6847,16000,15958,27240,-5,-5
7948,4900,-2,-5,-5,-5,-5
7949,-2,-2,-2,0,5692,400
7950,62132,47847,0,14050,14500,-2
7951,8028,-5,-5,3600,17112,22140
7952,-2,3425,0,152,2580,2400
7953,-5,-5,-5,40000,-2,-2
7954,28200,29000,-5,35500,42000,38600
7955,-5,-5,-5,-5,-5,-5
7956,69100,80050,122100,101030,104000,97100
7957,-5,-5,-5,25000,43000,20000
7958,40000,130000,68000,-5,-5,-5
7959,30000,43000,26800,21660,65000,48000
7960,-5,-5,-5,-5,-5,-5
7961,-5,-5,-5,-5,-5,-5
7962,-5,-5,-5,-5,-5,-5
7963,-5,-5,-5,-5,8800,-5
7964,22000,38000,-2,83230,103000,122020
7965,77580,65000,-5,100000,110000,92000
7966,30000,0,-5,0,0,-5
7967,38000,37000,31000,60000,77000,109961
7968,48048,67000,12032,7200,3600,6600
7969,-5,-5,-5,-5,-5,-5
7970,18600,8806,22600,18000,19262,15225
7971,30432,57200,-2,34560,3631,43704
7972,0,-2,32000,47000,24830,24000
7973,31000,34011,44720,30000,34000,37000
7974,45000,48000,64000,50182,67953,37320
7975,-5,-5,-5,-5,41000,45000
7976,-5,-5,-5,-5,-5,-5
7977,20000,21000,22000,27000,32000,28000
7978,31480,38736,49000,58000,65000,60000
7979,85300,-5,70000,84000,95000,0
7980,110800,122000,119000,48000,101200,164332
7981,162000,152000,38500,123000,208000,120000
7982,112000,120000,153320,184000,220000,-5
7983,37000,46989,55824,37417,77220,58805
7984,21336,119336,43000,56600,79449,31000
7985,32000,50000,46000,39075,40400,440692
7986,21200,18150,34600,22600,27800,31160
7987,57000,64000,-5,51000,69000,-2
7988,37970,-5,22000,25000,24000,28000
7989,-5,-5,-5,-5,-5,-5
7990,-5,-5,-5,-5,34000,34800
7991,65250,67000,73000,67000,85000,93000
7992,44420,-5,-2,40000,-2,-2
7993,-2,94200,100000,115000,120000,117000
7994,-2,-1,-2,-5,-1,-5
7995,-5,-5,-2,0,0,23784
7996,-5,-5,-5,-5,-5,-5
7997,113511,85000,87000,106050,95000,141740
7998,-2,210000,-2,-2,454737,440692
7999,-5,-5,20000,0,-5,11000
8000,-2,110000,165000,479983,255000,-2
8001,105895,102600,-2,-2,6960,3000
8002,-2,32000,0,7200,12800,3000
8003,-2,84400,84160,148600,163450,138000
8004,120000,-5,100000,-1,-1,150000
8005,-2,-2,-5,48000,-2,4400
8006,40920,98400,50210,72000,70000,67000
8007,120000,100000,104000,-1,-1,218000
8008,-5,-5,-5,-5,-5,-5
8009,7200,106560,8400,0,20880,31836
8010,3624,1572,1620,12504,-2,2400
8011,-2,-2,-2,80000,-2,85000
8012,-5,-5,-5,-5,-5,-5
8013,145000,119300,169150,197000,120000,75000
8014,-5,-5,-5,-5,-5,-5
8015,-5,-5,-5,-5,-5,-5
8016,-5,-5,-5,-5,-5,-5
8017,-5,-5,-5,-5,-5,-5
8018,-5,-5,-5,-5,-5,-5
8019,-5,-5,-5,-5,-5,-5
8020,332808,-5,-1,-5,-5,-1
8021,-5,-5,-5,-5,-5,-5
8022,35000,-2,27000,-1,-1,26000
8023,53196,-5,-5,-5,-5,-5
8024,-5,-5,-5,-5,-5,-5
8025,60000,-5,62106,-1,66000,70000
8026,-2,55000,-5,72000,-5,-2
8027,39216,-2,10000,-2,0,-2
8028,52286,115000,32000,22500,32029,31000
8029,-5,-5,-5,-5,-5,-5
8030,-2,-5,-5,-5,-5,-5
8031,69100,-5,-5,-5,-5,-5
8032,-2,29300,143500,9300,10800,10800
8033,145900,-2,151800,94800,454737,-2
8034,84000,-2,103000,117000,130000,152940
8035,26000,30000,24000,30000,39000,33444
8036,48000,56000,64800,65000,69000,65000
8037,-5,-5,-5,-5,-5,-5
8038,106304,125050,-2,125800,115680,125600
8039,1500,13404,-5,0,10428,-5
8040,-2,390662,408473,479983,454737,440692
8041,-5,9048,-5,-5,10654,10272
8042,-5,74000,38500,-5,-5,-5
8043,40060,45227,62559,-5,-5,-5
8044,87164,69150,93835,111660,125400,71790
8045,15000,-5,-5,-5,-5,-5
8046,163000,181500,135000,260000,454737,440692
8047,15000,17000,25880,-2,-2,-2
8048,6100,21500,95000,133000,14300,23000
8049,16200,5000,-5,-5,0,22000
8050,-2,-5,-5,-5,-5,-5
8051,-5,-5,-5,-5,-5,-5
8052,55000,-1,60000,-1,-2,-5
8053,-5,-5,-5,-5,-5,-5
8054,-5,-5,-5,-5,-5,-5
8055,-5,-5,-5,-5,-5,-5
8056,-5,-5,-5,-5,-5,-5
8057,8304,-5,14856,0,8388,9336
8058,-2,-2,-2,43800,-2,-2
8059,-5,0,40000,34000,27000,-2
8060,-5,-5,-5,-5,-5,-5
8061,21000,0,8988,7740,-2,48000
8062,-5,-5,-5,-5,-5,-5
8063,50000,40000,52000,65000,64000,54900
8064,19770,7160,1112,0,-5,-5
8065,-5,-5,-5,-5,-5,-5
8066,-5,-5,-5,-5,-5,-5
8067,-5,-5,-5,-5,-5,-5
8068,-5,-5,-5,-5,-5,-5
8069,35000,68000,70000,105000,122000,105000
8070,-2,-2,-5,-5,-5,-2
8071,-5,-5,-5,-5,-5,-5
8072,-2,130000,-2,-5,-5,-5
8073,-5,-5,-5,-5,-5,-5
8074,-5,40000,40000,0,65000,-5
8075,-5,-5,-5,-5,-5,-5
8076,-5,-5,-5,-5,-5,-5
8077,-2,-5,125000,174000,210600,-5
8078,42000,-5,-5,-5,80000,118000
8079,-5,-5,-5,-5,-5,-5
8080,-5,-5,-5,-5,-5,-5
8081,-5,-5,-5,-5,-5,-5
8082,-5,-5,-5,-5,-5,-5
8083,65000,-5,92000,-2,-2,-2
8084,-5,-5,-5,-5,-5,-5
8085,-5,-5,-5,-5,-5,-5
8086,-5,-5,-5,-5,-5,-5
8087,47020,41419,0,56000,55100,99000
8088,-5,-5,-5,-5,-5,-5
8089,-5,-5,-5,-5,-5,-5
8090,-5,-5,-5,-5,-5,-5
8091,48120,46400,31000,-5,-5,-5
8092,-5,-5,-5,-5,-5,-5
8093,-5,-5,-5,0,-5,0
8094,35600,20000,31000,13000,31600,60000
8095,-5,35000,48000,36000,-5,-5
8096,23000,26000,34000,40000,43000,42450
8097,-5,-5,-5,-2,34000,35000
8098,17000,53040,80000,130000,140700,152464
8099,-5,-5,-5,-5,-5,-5
8100,27000,19450,20500,38280,16000,32000
8101,-5,-5,-5,-5,4800,3000
8102,42000,43000,73000,48500,15600,14923
8103,-2,16000,25000,26800,29000,29000
8104,-2,-2,19000,-5,8000,0
8105,-5,-5,-5,55500,37700,39543
8106,45000,50000,-5,85800,65586,-2
8107,-2,0,9260,35000,60000,50000
8108,10000,-5,-5,-5,29000,22430
8109,-2,-5,-5,-5,-5,-5
8110,45900,62500,41000,38100,47500,44660
8111,62530,58000,73100,67101,85000,90000
8112,-5,-5,-5,-5,-5,-5
8113,38664,48000,54000,56000,55000,58000
8114,38000,48000,-5,-5,-5,-5
8115,-2,-2,-5,86000,-2,20000
8116,0,2400,-5,-5,0,0
8117,69000,66000,60903,24826,44500,65136
8118,-5,-5,-5,-5,-5,-5
8119,-5,-5,-5,-5,-5,-5
8120,140000,138600,-2,212000,-1,199480
8121,-5,36000,-2,208000,74000,62800
8122,-5,-5,-5,-5,-5,-5
8123,120100,90000,36500,100000,130000,140000
8124,-1,30000,-1,39000,47000,-5
8125,22800,-5,-5,-5,-5,-5
8126,11012,9000,8000,18150,40000,30000
8127,77000,67000,84000,85000,110896,122000
8128,-5,-1,-1,-5,52000,-1
8129,51000,-5,-2,-1,37000,35000
8130,-5,-5,-5,-5,-5,-5
8131,-5,-5,-5,-5,-5,-5
8132,-5,-5,-5,-5,-5,-5
8133,4176,4940,1368,29436,19632,32160
8134,-5,-5,-5,-5,-5,-5
8135,-5,-5,-5,-5,-5,-5
8136,332808,-5,-5,-5,-5,-5
8137,-5,-5,-5,-5,-5,-5
8138,137096,107300,134000,196000,150000,118000
8139,-2,52059,408473,57000,60800,58100
8140,32000,32200,37000,43000,48000,58600
8141,86000,104000,10064,86000,89000,-5
8142,105000,102000,240000,-2,165000,187000
8143,43400,50000,42100,65800,19000,42665
8144,-5,32942,32000,-5,-5,-5
8145,68700,65000,73000,72000,87000,80000
8146,77800,72000,77000,61000,35000,43000
8147,-5,-5,-5,-5,-5,-5
8148,43000,49200,50700,47000,42750,28532
8149,-2,42000,44800,26000,44300,64800
8150,86050,44200,36800,45500,49800,55800
8151,30000,22000,36000,42000,61600,45000
8152,145000,183500,161000,-1,198000,180000
8153,109000,-5,-5,-5,-5,-5
8154,28010,-2,32000,38500,54798,-2
8155,70090,68000,80500,90000,95450,98300
8156,92000,-2,5500,122440,123000,122020
8157,-5,-5,-5,-5,-5,-5
8158,-1,107000,59000,57000,73000,-1
8159,-2,46200,42000,42000,72000,99956
8160,41600,66600,95100,77500,82150,80000
8161,-2,4526,0,6000,13000,-2
8162,126000,120000,150000,150000,15000,150000
8163,-5,40000,40000,-5,61000,23220
8164,-5,-5,-5,-5,-5,-5
8165,40000,36000,46000,62500,66600,54500
8166,-5,-5,-5,-5,-5,-5
8167,-5,-5,-5,-5,-5,-5
8168,68000,56000,68000,-5,-5,95000
8169,32200,32000,35600,-5,43000,54000
8170,51840,-5,-5,37000,74000,85900
8171,-5,-5,-5,-5,-5,-5
8172,-5,-5,-5,-5,-5,-5
8173,22000,-2,28000,35800,25146,29000
8174,68000,43000,70275,82115,53840,23220
8175,32600,23709,44391,87500,38000,32000
8176,-2,56440,96400,37300,36064,94000
8177,38500,43000,48000,53000,56000,56000
8178,11000,18000,23000,32000,34000,34400
8179,-2,105000,10000,50000,40000,52000
8180,-5,-5,-5,-5,-5,-5
8181,91000,86000,88000,85000,110000,110000
8182,0,-2,-5,0,-5,-5
8183,6000,-2,1980,7000,5000,20000
8184,6060,9132,5880,36936,21650,18750
8185,-5,-5,-5,-5,-5,-5
8186,4546,4373,9000,25000,1940,4757
